id	batch	species	cell_line
3484	PL1	human	HeLa
3485	PL1	human	HAP1
3486	PL1	human	HAP1
3497	PL1	human	HeLa
3498	PL1	human	HeLa
3500	PL1	human	HeLa
3503	PL1	human	HAP1
3504	PL1	human	HeLa
3506	PL1	human	HAP1
3507	PL1	human	HeLa
3509	PL1	human	HAP1
3510	PL1	human	HeLa
3511	PL1	human	HeLa
3513	PL1	human	HAP1
3515	PL1	human	HeLa
3517	PL1	human	HAP1
3519	PL1	human	HeLa
3520	PL1	human	HAP1
3523	PL1	human	HeLa
3526	PL1	human	HeLa
3527	PL1	human	HeLa
3528	PL1	human	HeLa
3529	PL1	human	HAP1
3530	PL1	human	HeLa
3532	PL1	human	HeLa
3534	PL1	human	HeLa
3536	PL1	human	HeLa
3539	PL1	human	HeLa
3542	PL1	human	HeLa
3545	PL1	human	HAP1
3552	PL1	human	HeLa
3553	PL1	human	HAP1
3554	PL1	human	HeLa
3555	PL1	human	HeLa
3557	PL1	human	HeLa
3566	PL1	human	HAP1
3571	PL1	human	HAP1
3573	PL1	human	HAP1
3574	PL1	human	HAP1
3575	PL1	human	HeLa
3579	PL1	human	HAP1
3584	PL1	human	HeLa
3585	PL1	human	HeLa
3586	PL1	human	HeLa
3588	PL1	human	HeLa
3589	PL1	human	HeLa
3591	PL1	human	HeLa
3592	PL1	human	HAP1
3594	PL1	human	HAP1
3601	PL1	human	HAP1
3602	PL1	human	HeLa
3605	PL1	human	HAP1
3607	PL1	human	HeLa
3611	PL1	human	HeLa
3613	PL1	human	HeLa
3615	PL1	human	HeLa
3616	PL1	human	HAP1
3618	PL1	human	HeLa
3619	PL1	human	HeLa
3620	PL1	human	HeLa
3623	PL1	human	HeLa
3630	PL1	human	HeLa
3633	PL1	human	HAP1
3634	PL1	human	HeLa
3640	PL1	human	HAP1
3641	PL1	human	HAP1
3646	PL1	human	HeLa
3649	PL1	human	HeLa
3652	PL1	human	HeLa
3658	PL1	human	HeLa
3659	PL1	human	HeLa
3660	PL1	human	HAP1
3661	PL1	human	HeLa
3662	PL1	human	HeLa
3663	PL1	human	HeLa
3664	PL1	human	HeLa
3665	PL1	human	HeLa
3668	PL1	human	HeLa
3672	PL1	human	HeLa
3676	PL1	human	HAP1
3678	PL1	human	HeLa
3680	PL1	human	HeLa
3682	PL1	human	HeLa
3684	PL1	human	HeLa
3685	PL1	human	HeLa
3689	PL1	human	HeLa
3690	PL1	human	HeLa
3693	PL1	human	HeLa
3695	PL1	human	HeLa
3697	PL1	human	HeLa
3698	PL1	human	HeLa
3699	PL1	human	HAP1
3704	PL1	human	HeLa
3705	PL1	human	HeLa
3710	PL1	human	HeLa
3711	PL1	human	HeLa
3712	PL1	human	HeLa
3713	PL1	human	HeLa
3716	PL1	human	HAP1
3717	PL1	human	HeLa
3718	PL1	human	HeLa
3721	PL1	human	HeLa
3725	PL1	human	HAP1
3729	PL1	human	HeLa
3730	PL1	human	HeLa
3732	PL1	human	HAP1
3735	PL1	human	HAP1
3737	PL1	human	HeLa
3738	PL1	human	HeLa
3741	PL1	human	HAP1
3743	PL1	human	HeLa
3747	PL1	human	HeLa
3749	PL1	human	HeLa
3751	PL1	human	HAP1
3757	PL1	human	HAP1
3759	PL1	human	HAP1
3760	PL1	human	HAP1
3761	PL1	human	HAP1
3762	PL1	human	HeLa
3763	PL1	human	HeLa
3766	PL1	human	HAP1
3769	PL1	human	HAP1
3772	PL1	human	HeLa
3773	PL1	human	HeLa
3775	PL1	human	HAP1
3776	PL1	human	HeLa
3777	PL1	human	HAP1
3778	PL1	human	HAP1
3783	PL1	human	HAP1
3785	PL1	human	HAP1
3786	PL1	human	HeLa
3787	PL1	human	HeLa
3788	PL1	human	HeLa
3789	PL1	human	HeLa
3800	PL1	human	HeLa
3803	PL1	human	HeLa
3804	PL1	human	HeLa
3805	PL1	human	HeLa
3806	PL1	human	HAP1
3808	PL1	human	HeLa
3809	PL1	human	HeLa
3812	PL1	human	HAP1
3817	PL1	human	HeLa
3818	PL1	human	HAP1
3819	PL1	human	HeLa
3820	PL1	human	HeLa
3823	PL1	human	HeLa
3824	PL1	human	HeLa
3828	PL1	human	HAP1
3829	PL1	human	HAP1
3832	PL1	human	HeLa
3835	PL1	human	HeLa
3836	PL1	human	HeLa
3840	PL1	human	HAP1
3841	PL1	human	HeLa
3843	PL1	human	HAP1
3844	PL1	human	HeLa
3845	PL1	human	HeLa
3846	PL1	human	HeLa
3847	PL1	human	HAP1
3848	PL1	human	HeLa
3851	PL1	human	HeLa
3853	PL1	human	HeLa
3854	PL1	human	HAP1
3856	PL1	human	HeLa
3859	PL1	human	HeLa
3862	PL1	human	HAP1
3863	PL1	human	HeLa
3864	PL1	human	HeLa
3866	PL1	human	HAP1
3869	PL1	human	HeLa
3871	PL1	human	HeLa
3872	PL1	human	HAP1
3873	PL1	human	HeLa
3875	PL1	human	HeLa
3879	PL1	human	HeLa
3880	PL1	human	HAP1
3881	PL1	human	HAP1
3882	PL1	human	HAP1
3885	PL1	human	HeLa
3887	PL1	human	HAP1
3888	PL1	human	HeLa
3893	PL1	human	HAP1
3896	PL1	human	HeLa
3897	PL1	human	HAP1
3898	PL1	human	HeLa
3901	PL1	human	HAP1
3902	PL1	human	HeLa
3905	PL1	human	HeLa
3906	PL1	human	HeLa
3907	PL1	human	HeLa
3909	PL1	human	HeLa
3910	PL1	human	HeLa
3912	PL1	human	HAP1
3916	PL1	human	HeLa
3920	PL1	human	HeLa
3921	PL1	human	HeLa
3925	PL1	human	HeLa
3926	PL1	human	HAP1
3927	PL1	human	HAP1
3928	PL1	human	HeLa
3931	PL1	human	HAP1
3932	PL1	human	HAP1
3933	PL1	human	HeLa
3934	PL1	human	HAP1
3936	PL1	human	HeLa
3937	PL1	human	HeLa
3938	PL1	human	HAP1
3939	PL1	human	HeLa
3941	PL1	human	HeLa
3946	PL1	human	HAP1
3947	PL1	human	HAP1
3949	PL1	human	HAP1
3950	PL1	human	HAP1
3954	PL1	human	HAP1
3955	PL1	human	HeLa
3956	PL1	human	HeLa
3959	PL1	human	HAP1
3960	PL1	human	HeLa
3961	PL1	human	HeLa
3962	PL1	human	HeLa
3963	PL1	human	HAP1
3964	PL1	human	HAP1
3965	PL1	human	HAP1
3966	PL1	human	HeLa
3969	PL1	human	HAP1
3974	PL1	human	HAP1
3975	PL1	human	HeLa
3979	PL1	human	HAP1
3980	PL1	human	HAP1
3986	PL1	human	HAP1
3987	PL1	human	HAP1
3988	PL1	human	HeLa
3991	PL1	human	HeLa
3993	PL1	human	HAP1
3999	PL1	human	HeLa
4002	PL1	human	HeLa
4005	PL1	human	HAP1
4007	PL1	human	HeLa
4009	PL1	human	HeLa
4010	PL1	human	HeLa
4012	PL1	human	HAP1
4013	PL1	human	HeLa
4016	PL1	human	HAP1
4022	PL1	human	HeLa
4023	PL1	human	HeLa
4024	PL1	human	HeLa
4025	PL1	human	HeLa
4026	PL1	human	HAP1
4027	PL1	human	HeLa
4030	PL1	human	HeLa
4032	PL1	human	HAP1
4034	PL1	human	HeLa
4043	PL1	human	HAP1
4045	PL1	human	HAP1
4046	PL1	human	HAP1
4048	PL1	human	HeLa
4049	PL1	human	HAP1
4058	PL1	human	HAP1
4062	PL1	human	HAP1
4064	PL1	human	HeLa
4068	PL1	human	HeLa
4069	PL1	human	HAP1
4071	PL1	human	HAP1
4073	PL1	human	HeLa
4075	PL1	human	HAP1
4076	PL1	human	HeLa
4082	PL1	human	HAP1
4083	PL1	human	HeLa
4085	PL1	human	HeLa
4086	PL1	human	HAP1
4087	PL1	human	HeLa
4088	PL1	human	HAP1
4089	PL1	human	HeLa
4091	PL1	human	HeLa
4093	PL1	human	HeLa
4094	PL1	human	HeLa
4096	PL1	human	HeLa
4097	PL1	human	HeLa
4098	PL1	human	HeLa
4099	PL1	human	HeLa
4101	PL1	human	HeLa
4102	PL1	human	HAP1
4105	PL1	human	HeLa
4108	PL1	human	HeLa
4109	PL1	human	HeLa
4110	PL1	human	HAP1
4111	PL1	human	HeLa
4112	PL1	human	HeLa
4114	PL1	human	HeLa
4115	PL1	human	HeLa
4119	PL1	human	HAP1
4120	PL1	human	HeLa
4122	PL1	human	HAP1
4124	PL1	human	HeLa
4125	PL1	human	HeLa
4126	PL1	human	HeLa
4127	PL1	human	HeLa
4129	PL1	human	HeLa
4131	PL1	human	HeLa
4132	PL1	human	HeLa
4135	PL1	human	HeLa
4136	PL1	human	HeLa
4139	PL1	human	HAP1
4142	PL1	human	HAP1
4144	PL1	human	HAP1
4145	PL1	human	HeLa
4147	PL1	human	HeLa
4149	PL1	human	HeLa
4150	PL1	human	HAP1
4151	PL1	human	HeLa
4153	PL1	human	HAP1
4154	PL1	human	HeLa
4155	PL1	human	HeLa
4160	PL1	human	HeLa
4164	PL1	human	HeLa
4165	PL1	human	HeLa
4166	PL1	human	HAP1
4167	PL1	human	HeLa
4171	PL1	human	HAP1
4172	PL1	human	HeLa
4175	PL1	human	HeLa
4176	PL1	human	HeLa
4177	PL1	human	HeLa
4178	PL1	human	HeLa
4179	PL1	human	HAP1
4180	PL1	human	HAP1
4182	PL1	human	HeLa
4184	PL1	human	HeLa
4185	PL1	human	HeLa
4186	PL1	human	HeLa
4187	PL1	human	HAP1
4192	PL1	human	HeLa
4194	PL1	human	HeLa
4195	PL1	human	HeLa
4197	PL1	human	HAP1
4198	PL1	human	HeLa
4201	PL1	human	HeLa
4202	PL1	human	HAP1
4205	PL1	human	HeLa
4209	PL1	human	HeLa
4214	PL1	human	HAP1
4215	PL1	human	HeLa
4216	PL1	human	HeLa
4217	PL1	human	HeLa
4218	PL1	human	HAP1
4219	PL1	human	HeLa
4222	PL1	human	HAP1
4223	PL1	human	HAP1
4224	PL1	human	HeLa
4225	PL1	human	HAP1
4226	PL1	human	HeLa
4227	PL1	human	HeLa
4230	PL1	human	HeLa
4232	PL1	human	HeLa
4233	PL1	human	HAP1
4235	PL1	human	HAP1
4237	PL1	human	HeLa
4242	PL1	human	HeLa
4244	PL1	human	HeLa
4246	PL1	human	HeLa
4248	PL1	human	HeLa
4252	PL1	human	HeLa
4255	PL1	human	HeLa
4256	PL1	human	HeLa
4257	PL1	human	HeLa
4263	PL1	human	HAP1
4264	PL1	human	HeLa
4269	PL1	human	HAP1
4272	PL1	human	HeLa
4275	PL1	human	HeLa
4277	PL1	human	HeLa
4278	PL1	human	HAP1
4283	PL1	human	HAP1
4285	PL1	human	HAP1
4289	PL1	human	HeLa
4294	PL1	human	HeLa
4296	PL1	human	HeLa
4298	PL1	human	HeLa
4299	PL1	human	HeLa
4300	PL1	human	HAP1
4304	PL1	human	HeLa
4306	PL1	human	HeLa
4308	PL1	human	HeLa
4310	PL1	human	HeLa
4312	PL1	human	HAP1
4314	PL1	human	HeLa
4315	PL1	human	HeLa
4317	PL1	human	HAP1
4318	PL1	human	HAP1
4320	PL1	human	HeLa
4322	PL1	human	HeLa
4323	PL1	human	HAP1
4325	PL1	human	HAP1
4326	PL1	human	HeLa
4331	PL1	human	HAP1
4332	PL1	human	HeLa
4333	PL1	human	HeLa
4335	PL1	human	HeLa
4336	PL1	human	HeLa
4338	PL1	human	HeLa
4339	PL1	human	HeLa
4340	PL1	human	HAP1
4341	PL1	human	HeLa
4343	PL1	human	HeLa
4345	PL1	human	HeLa
4348	PL1	human	HeLa
4351	PL1	human	HeLa
4358	PL1	human	HeLa
4361	PL1	human	HeLa
4365	PL1	human	HeLa
4366	PL1	human	HeLa
4367	PL1	human	HAP1
4369	PL1	human	HAP1
4372	PL1	human	HeLa
4373	PL1	human	HAP1
4374	PL1	human	HeLa
4376	PL1	human	HeLa
4377	PL1	human	HAP1
4379	PL1	human	HeLa
4385	PL1	human	HeLa
4390	PL1	human	HeLa
4392	PL1	human	HeLa
4396	PL1	human	HeLa
4397	PL1	human	HAP1
4398	PL1	human	HAP1
4401	PL1	human	HAP1
4402	PL1	human	HeLa
4407	PL1	human	HAP1
4408	PL1	human	HAP1
4409	PL1	human	HeLa
4412	PL1	human	HeLa
4415	PL1	human	HeLa
4418	PL1	human	HeLa
4422	PL1	human	HeLa
4423	PL1	human	HeLa
4424	PL1	human	HAP1
4425	PL1	human	HeLa
4427	PL1	human	HAP1
4428	PL1	human	HAP1
4429	PL1	human	HAP1
4431	PL1	human	HeLa
4432	PL1	human	HAP1
4434	PL1	human	HAP1
4436	PL1	human	HAP1
4438	PL1	human	HeLa
4439	PL1	human	HeLa
4442	PL1	human	HeLa
4443	PL1	human	HeLa
4445	PL1	human	HeLa
4447	PL1	human	HeLa
4449	PL1	human	HAP1
4451	PL1	human	HeLa
4453	PL1	human	HeLa
4456	PL1	human	HAP1
4457	PL1	human	HeLa
4458	PL1	human	HeLa
4459	PL1	human	HAP1
4461	PL1	human	HAP1
4462	PL1	human	HeLa
4463	PL1	human	HeLa
4464	PL1	human	HeLa
4465	PL1	human	HAP1
4466	PL1	human	HAP1
4471	PL1	human	HeLa
4474	PL1	human	HeLa
4477	PL1	human	HeLa
4479	PL1	human	HeLa
4481	PL1	human	HeLa
4485	PL1	human	HeLa
4487	PL1	human	HAP1
4489	PL1	human	HeLa
4490	PL1	human	HAP1
4492	PL1	human	HeLa
4496	PL1	human	HAP1
4498	PL1	human	HeLa
4499	PL1	human	HeLa
4500	PL1	human	HeLa
4501	PL1	human	HeLa
4502	PL1	human	HeLa
4504	PL1	human	HAP1
4505	PL1	human	HeLa
4506	PL1	human	HAP1
4508	PL1	human	HeLa
4509	PL1	human	HeLa
4510	PL1	human	HAP1
4511	PL1	human	HAP1
4513	PL1	human	HeLa
4514	PL1	human	HeLa
4515	PL1	human	HAP1
4518	PL1	human	HeLa
4520	PL1	human	HeLa
4525	PL1	human	HAP1
4526	PL1	human	HAP1
4527	PL1	human	HAP1
4528	PL1	human	HeLa
4529	PL1	human	HAP1
4530	PL1	human	HeLa
4532	PL1	human	HeLa
4533	PL1	human	HeLa
4534	PL1	human	HeLa
4535	PL1	human	HeLa
4537	PL1	human	HAP1
4538	PL1	human	HAP1
4540	PL1	human	HeLa
4544	PL1	human	HeLa
4545	PL1	human	HeLa
4546	PL1	human	HAP1
4547	PL1	human	HAP1
4549	PL1	human	HeLa
4551	PL1	human	HeLa
4554	PL1	human	HAP1
4557	PL1	human	HeLa
4558	PL1	human	HeLa
4561	PL1	human	HeLa
4564	PL1	human	HAP1
4567	PL1	human	HeLa
4568	PL1	human	HAP1
4569	PL1	human	HeLa
4571	PL1	human	HAP1
4572	PL1	human	HeLa
4574	PL1	human	HeLa
4576	PL1	human	HeLa
4577	PL1	human	HAP1
4580	PL1	human	HeLa
4582	PL1	human	HeLa
4584	PL1	human	HeLa
4585	PL1	human	HeLa
4590	PL1	human	HAP1
4591	PL1	human	HeLa
4592	PL1	human	HeLa
4594	PL1	human	HAP1
4597	PL1	human	HeLa
4603	PL1	human	HAP1
4604	PL1	human	HAP1
4608	PL1	human	HeLa
4609	PL1	human	HeLa
4610	PL1	human	HeLa
4611	PL1	human	HeLa
4612	PL1	human	HeLa
4613	PL1	human	HAP1
4616	PL1	human	HAP1
4618	PL1	human	HAP1
4621	PL1	human	HeLa
4622	PL1	human	HAP1
4626	PL1	human	HAP1
4630	PL1	human	HeLa
4631	PL1	human	HeLa
4634	PL1	human	HeLa
4636	PL1	human	HeLa
4642	PL1	human	HAP1
4644	PL1	human	HeLa
4646	PL1	human	HeLa
4647	PL1	human	HeLa
4648	PL1	human	HAP1
4649	PL1	human	HeLa
4650	PL1	human	HAP1
4651	PL1	human	HAP1
4653	PL1	human	HeLa
4655	PL1	human	HAP1
4657	PL1	human	HAP1
4658	PL1	human	HAP1
4660	PL1	human	HeLa
4661	PL1	human	HeLa
4665	PL1	human	HAP1
4667	PL1	human	HeLa
4668	PL1	human	HeLa
4677	PL1	human	HeLa
4679	PL1	human	HeLa
4681	PL1	human	HeLa
4683	PL1	human	HeLa
4684	PL1	human	HeLa
4685	PL1	human	HeLa
4686	PL1	human	HeLa
4688	PL1	human	HAP1
4690	PL1	human	HAP1
4691	PL1	human	HeLa
4692	PL1	human	HeLa
4693	PL1	human	HeLa
4695	PL1	human	HeLa
4697	PL1	human	HeLa
4702	PL1	human	HAP1
4703	PL1	human	HeLa
4704	PL1	human	HeLa
4708	PL1	human	HeLa
4709	PL1	human	HeLa
4714	PL1	human	HAP1
4716	PL1	human	HeLa
4717	PL1	human	HAP1
4718	PL1	human	HAP1
4719	PL1	human	HAP1
4721	PL1	human	HAP1
4722	PL1	human	HeLa
4727	PL1	human	HAP1
4728	PL1	human	HAP1
4729	PL1	human	HeLa
4730	PL1	human	HeLa
4731	PL1	human	HeLa
4732	PL1	human	HeLa
4733	PL1	human	HAP1
4735	PL1	human	HeLa
4739	PL1	human	HeLa
4740	PL1	human	HeLa
4741	PL1	human	HeLa
4743	PL1	human	HeLa
4745	PL1	human	HeLa
4747	PL1	human	HAP1
4752	PL1	human	HeLa
4753	PL1	human	HeLa
4754	PL1	human	HeLa
4755	PL1	human	HAP1
4757	PL1	human	HeLa
4763	PL1	human	HeLa
4766	PL1	human	HeLa
4767	PL1	human	HeLa
4770	PL1	human	HAP1
4771	PL1	human	HeLa
4775	PL1	human	HAP1
4777	PL1	human	HeLa
4782	PL1	human	HAP1
4783	PL1	human	HeLa
4784	PL1	human	HAP1
4790	PL1	human	HAP1
4791	PL1	human	HeLa
4799	PL1	human	HeLa
4800	PL1	human	HAP1
4802	PL1	human	HeLa
4803	PL1	human	HeLa
4804	PL1	human	HeLa
4808	PL1	human	HeLa
4809	PL1	human	HeLa
4810	PL1	human	HeLa
4811	PL1	human	HAP1
4812	PL1	human	HAP1
4813	PL1	human	HeLa
4815	PL1	human	HeLa
4816	PL1	human	HeLa
4819	PL1	human	HeLa
4821	PL1	human	HAP1
4822	PL1	human	HAP1
4824	PL1	human	HeLa
4825	PL1	human	HeLa
4827	PL1	human	HAP1
4831	PL1	human	HAP1
4832	PL1	human	HAP1
4834	PL1	human	HeLa
4835	PL1	human	HeLa
4837	PL1	human	HAP1
4839	PL1	human	HAP1
4840	PL1	human	HeLa
4841	PL1	human	HeLa
4843	PL1	human	HAP1
4844	PL1	human	HAP1
4846	PL1	human	HeLa
4847	PL1	human	HAP1
4848	PL1	human	HeLa
4849	PL1	human	HeLa
4853	PL1	human	HeLa
4854	PL1	human	HeLa
4860	PL1	human	HeLa
4861	PL1	human	HeLa
4862	PL1	human	HAP1
4863	PL1	human	HeLa
4864	PL1	human	HeLa
4866	PL1	human	HeLa
4867	PL1	human	HeLa
4869	PL1	human	HAP1
4870	PL1	human	HeLa
4871	PL1	human	HAP1
4873	PL1	human	HeLa
4875	PL1	human	HAP1
4876	PL1	human	HAP1
4879	PL1	human	HAP1
4880	PL1	human	HeLa
4881	PL1	human	HAP1
4882	PL1	human	HAP1
4884	PL1	human	HeLa
4886	PL1	human	HeLa
4887	PL1	human	HeLa
4888	PL1	human	HeLa
4891	PL1	human	HeLa
4892	PL1	human	HeLa
4893	PL1	human	HeLa
4894	PL1	human	HAP1
4895	PL1	human	HeLa
4896	PL1	human	HAP1
4899	PL1	human	HAP1
4900	PL1	human	HAP1
4901	PL1	human	HeLa
4902	PL1	human	HeLa
4910	PL1	human	HeLa
4911	PL1	human	HeLa
4912	PL1	human	HeLa
4913	PL1	human	HAP1
4916	PL1	human	HeLa
4917	PL1	human	HeLa
4918	PL1	human	HAP1
4919	PL1	human	HeLa
4921	PL1	human	HeLa
4922	PL1	human	HAP1
4923	PL1	human	HeLa
4924	PL1	human	HeLa
4925	PL1	human	HeLa
4928	PL1	human	HAP1
4931	PL1	human	HAP1
4932	PL1	human	HeLa
4933	PL1	human	HAP1
4935	PL1	human	HeLa
4937	PL1	human	HAP1
4938	PL1	human	HAP1
4940	PL1	human	HeLa
4943	PL1	human	HeLa
4944	PL1	human	HAP1
4949	PL1	human	HeLa
4950	PL1	human	HAP1
4952	PL1	human	HeLa
4955	PL1	human	HeLa
4957	PL1	human	HeLa
4958	PL1	human	HAP1
4963	PL1	human	HeLa
4966	PL1	human	HAP1
4967	PL1	human	HAP1
4969	PL1	human	HeLa
4970	PL1	human	HAP1
4971	PL1	human	HeLa
4972	PL1	human	HeLa
4973	PL1	human	HAP1
4975	PL1	human	HeLa
4979	PL1	human	HAP1
4982	PL1	human	HeLa
4983	PL1	human	HeLa
4984	PL1	human	HAP1
4985	PL1	human	HAP1
4986	PL1	human	HAP1
4987	PL1	human	HeLa
4988	PL1	human	HeLa
4992	PL1	human	HAP1
4994	PL1	human	HAP1
5000	PL1	human	HeLa
5001	PL1	human	HeLa
5003	PL1	human	HeLa
5004	PL1	human	HeLa
5009	PL1	human	HeLa
5014	PL1	human	HeLa
5018	PL1	human	HAP1
5019	PL1	human	HeLa
5022	PL1	human	HAP1
5025	PL1	human	HeLa
5026	PL1	human	HeLa
5027	PL1	human	HeLa
5028	PL1	human	HeLa
5029	PL1	human	HeLa
5032	PL1	human	HeLa
5033	PL1	human	HeLa
5034	PL1	human	HeLa
5036	PL1	human	HeLa
5037	PL1	human	HeLa
5040	PL1	human	HAP1
5042	PL1	human	HeLa
5043	PL1	human	HeLa
5050	PL1	human	HAP1
5054	PL1	human	HeLa
5056	PL1	human	HeLa
5059	PL1	human	HeLa
5060	PL1	human	HeLa
5061	PL1	human	HeLa
5063	PL1	human	HeLa
5065	PL1	human	HAP1
5066	PL1	human	HeLa
5071	PL1	human	HeLa
5072	PL1	human	HAP1
5073	PL1	human	HAP1
5076	PL1	human	HeLa
5078	PL1	human	HAP1
5079	PL1	human	HAP1
5080	PL1	human	HeLa
5083	PL1	human	HeLa
5085	PL1	human	HAP1
5086	PL1	human	HeLa
5087	PL1	human	HAP1
5091	PL1	human	HeLa
5092	PL1	human	HAP1
5094	PL1	human	HAP1
5095	PL1	human	HAP1
5097	PL1	human	HAP1
5099	PL1	human	HeLa
5100	PL1	human	HeLa
5104	PL1	human	HAP1
5105	PL1	human	HAP1
5108	PL1	human	HAP1
5110	PL1	human	HeLa
5112	PL1	human	HeLa
5115	PL1	human	HAP1
5116	PL1	human	HAP1
5117	PL1	human	HAP1
5120	PL1	human	HeLa
5121	PL1	human	HeLa
5124	PL1	human	HAP1
5127	PL1	human	HAP1
5128	PL1	human	HeLa
5129	PL1	human	HAP1
5130	PL1	human	HeLa
5132	PL1	human	HeLa
5136	PL1	human	HeLa
5138	PL1	human	HeLa
5142	PL1	human	HeLa
5143	PL1	human	HAP1
5146	PL1	human	HAP1
5148	PL1	human	HeLa
5149	PL1	human	HAP1
5152	PL1	human	HeLa
5153	PL1	human	HAP1
5155	PL1	human	HeLa
5156	PL1	human	HAP1
5157	PL1	human	HeLa
5158	PL1	human	HeLa
5159	PL1	human	HAP1
5160	PL1	human	HeLa
5161	PL1	human	HeLa
5162	PL1	human	HeLa
5165	PL1	human	HAP1
5166	PL1	human	HAP1
5167	PL1	human	HeLa
5169	PL1	human	HeLa
5170	PL1	human	HAP1
5171	PL1	human	HeLa
5172	PL1	human	HAP1
5174	PL1	human	HeLa
5176	PL1	human	HeLa
5178	PL1	human	HeLa
5183	PL1	human	HAP1
5187	PL1	human	HAP1
5188	PL1	human	HeLa
5190	PL1	human	HeLa
5191	PL1	human	HeLa
5192	PL1	human	HeLa
5194	PL1	human	HeLa
5196	PL1	human	HAP1
5198	PL1	human	HeLa
5200	PL1	human	HAP1
5202	PL1	human	HeLa
5203	PL1	human	HeLa
5206	PL1	human	HAP1
5207	PL1	human	HeLa
5209	PL1	human	HeLa
5212	PL1	human	HAP1
5213	PL1	human	HeLa
5214	PL1	human	HeLa
5216	PL1	human	HAP1
5218	PL1	human	HAP1
5223	PL1	human	HAP1
5227	PL1	human	HeLa
5231	PL1	human	HAP1
5233	PL1	human	HAP1
5234	PL1	human	HeLa
5235	PL1	human	HeLa
5238	PL1	human	HAP1
5242	PL1	human	HeLa
5246	PL1	human	HeLa
5250	PL1	human	HAP1
5251	PL1	human	HeLa
5253	PL1	human	HeLa
5256	PL1	human	HAP1
5257	PL1	human	HeLa
5259	PL1	human	HeLa
5261	PL1	human	HeLa
5262	PL1	human	HAP1
5263	PL1	human	HeLa
5266	PL1	human	HeLa
5271	PL1	human	HeLa
5272	PL1	human	HAP1
5273	PL1	human	HAP1
5274	PL1	human	HAP1
5277	PL1	human	HAP1
5282	PL1	human	HeLa
5288	PL1	human	HAP1
5290	PL1	human	HeLa
5292	PL1	human	HeLa
5293	PL1	human	HeLa
5294	PL1	human	HAP1
5295	PL1	human	HeLa
5297	PL1	human	HAP1
5298	PL1	human	HeLa
5301	PL1	human	HAP1
5302	PL1	human	HAP1
5306	PL1	human	HeLa
5309	PL1	human	HeLa
5312	PL1	human	HAP1
5314	PL1	human	HeLa
5317	PL1	human	HAP1
5318	PL1	human	HAP1
5319	PL1	human	HeLa
5321	PL1	human	HAP1
5324	PL1	human	HAP1
5327	PL1	human	HeLa
5329	PL1	human	HeLa
5331	PL1	human	HAP1
5332	PL1	human	HeLa
5333	PL1	human	HAP1
5337	PL1	human	HAP1
5338	PL1	human	HeLa
5339	PL1	human	HeLa
5342	PL1	human	HeLa
5343	PL1	human	HeLa
5344	PL1	human	HeLa
5348	PL1	human	HAP1
5349	PL1	human	HAP1
5350	PL1	human	HeLa
5351	PL1	human	HAP1
5352	PL1	human	HeLa
5355	PL1	human	HAP1
5358	PL1	human	HAP1
5361	PL1	human	HeLa
5362	PL1	human	HeLa
5365	PL1	human	HAP1
5367	PL1	human	HAP1
5377	PL1	human	HeLa
5379	PL1	human	HeLa
5380	PL1	human	HAP1
5381	PL1	human	HeLa
5382	PL1	human	HeLa
5385	PL1	human	HeLa
5394	PL1	human	HeLa
5395	PL1	human	HAP1
5397	PL1	human	HAP1
5403	PL1	human	HAP1
5405	PL1	human	HAP1
5409	PL1	human	HeLa
5414	PL1	human	HeLa
5415	PL1	human	HAP1
5416	PL1	human	HAP1
5417	PL1	human	HeLa
5418	PL1	human	HeLa
5421	PL1	human	HAP1
5425	PL1	human	HeLa
5427	PL1	human	HAP1
5428	PL1	human	HeLa
5431	PL1	human	HAP1
5432	PL1	human	HAP1
5433	PL1	human	HeLa
5434	PL1	human	HeLa
5438	PL1	human	HAP1
5442	PL1	human	HAP1
5447	PL1	human	HeLa
5449	PL1	human	HAP1
5451	PL1	human	HeLa
5452	PL1	human	HAP1
5456	PL1	human	HeLa
5458	PL1	human	HeLa
5459	PL1	human	HeLa
5464	PL1	human	HAP1
5465	PL1	human	HAP1
5466	PL1	human	HeLa
5467	PL1	human	HeLa
5470	PL1	human	HeLa
5471	PL1	human	HeLa
5472	PL1	human	HeLa
5473	PL1	human	HeLa
5476	PL1	human	HeLa
5478	PL1	human	HeLa
5479	PL1	human	HeLa
5483	PL1	human	HeLa
5489	PL1	human	HAP1
5490	PL1	human	HAP1
5492	PL1	human	HAP1
5493	PL1	human	HAP1
5494	PL1	human	HeLa
5495	PL1	human	HeLa
5497	PL1	human	HeLa
5498	PL1	human	HeLa
5499	PL1	human	HAP1
5505	PL1	human	HAP1
5506	PL1	human	HeLa
5507	PL1	human	HeLa
5509	PL1	human	HAP1
5511	PL1	human	HAP1
5512	PL1	human	HeLa
5513	PL1	human	HeLa
5515	PL1	human	HeLa
5518	PL1	human	HeLa
5519	PL1	human	HAP1
5520	PL1	human	HeLa
5527	PL1	human	HeLa
5528	PL1	human	HeLa
5531	PL1	human	HeLa
5532	PL1	human	HAP1
5542	PL1	human	HAP1
5544	PL1	human	HeLa
5550	PL1	human	HAP1
5553	PL1	human	HeLa
5554	PL1	human	HeLa
5556	PL1	human	HeLa
5558	PL1	human	HeLa
5559	PL1	human	HAP1
5563	PL1	human	HAP1
5564	PL1	human	HAP1
5567	PL1	human	HeLa
5569	PL1	human	HAP1
5573	PL1	human	HeLa
